Latitude,Longitude,Altitude,Gimbal Degree,DateTime,Image Index
-19.8610588055556,-43.9760298055556,854.887,89.9,2022:12:06 08:40:59, _Pampulha_2022-12-06_0000SET_000_DJI_2841.TIF
-19.8611668888889,-43.9759540555556,855.048,89.9,2022:12:06 08:41:01, _Pampulha_2022-12-06_0000SET_000_DJI_2851.TIF
-19.8612556944444,-43.9758910555556,855.13,90.0,2022:12:06 08:41:02, _Pampulha_2022-12-06_0000SET_000_DJI_2861.TIF
-19.8613529444444,-43.9758223333333,854.923,89.9,2022:12:06 08:41:04, _Pampulha_2022-12-06_0000SET_000_DJI_2871.TIF
-19.8614437777778,-43.9757584444444,854.89,90.0,2022:12:06 08:41:05, _Pampulha_2022-12-06_0000SET_000_DJI_2881.TIF
-19.8615309444444,-43.9756982777778,854.924,90.0,2022:12:06 08:41:06, _Pampulha_2022-12-06_0000SET_000_DJI_2891.TIF
-19.8615738333333,-43.9756678333333,854.999,89.9,2022:12:06 08:41:07, _Pampulha_2022-12-06_0000SET_000_DJI_2901.TIF
-19.8615858611111,-43.9756592222222,854.998,90.0,2022:12:06 08:41:09, _Pampulha_2022-12-06_0000SET_000_DJI_2911.TIF
-19.8615828611111,-43.97566175,855.022,89.9,2022:12:06 08:41:09, _Pampulha_2022-12-06_0000SET_000_DJI_2921.TIF
-19.8615756944444,-43.9756642777778,855.132,89.9,2022:12:06 08:41:10, _Pampulha_2022-12-06_0000SET_000_DJI_2931.TIF
-19.8615343333333,-43.9756801944444,855.109,89.9,2022:12:06 08:41:12, _Pampulha_2022-12-06_0000SET_000_DJI_2941.TIF
-19.86148325,-43.9756995555556,854.876,89.9,2022:12:06 08:41:12, _Pampulha_2022-12-06_0000SET_000_DJI_2951.TIF
-19.8612973611111,-43.9757657777778,854.245,90.0,2022:12:06 08:41:15, _Pampulha_2022-12-06_0000SET_000_DJI_2961.TIF
-19.8612022777778,-43.9758001111111,854.468,89.9,2022:12:06 08:41:16, _Pampulha_2022-12-06_0000SET_000_DJI_2971.TIF
-19.860928,-43.9759024166667,854.671,90.0,2022:12:06 08:41:20, _Pampulha_2022-12-06_0000SET_000_DJI_2981.TIF
-19.8607517777778,-43.9759659166667,854.514,90.0,2022:12:06 08:41:22, _Pampulha_2022-12-06_0000SET_000_DJI_2991.TIF
